respondent_id,xyz_vaccine,seasonal_vaccine
26771,0.059437749736573744,0.17535889612384908
26772,0.08048319358119166,0.3960060525402018
26773,0.009078597765969516,0.36378675590686355
26774,0.022608009489383508,0.49737561081827997
26775,0.13012885826138643,0.5549946624184628
26776,0.3067396645825784,0.2435078281140844
26777,0.12642544163156663,0.9190269444008775
26778,0.15505734305496238,0.18737018867814043
26779,0.11260536342288203,0.4701134319198937
26780,0.16200535819613987,0.9526606651730825
26781,0.04432181165520733,0.41838994827483805
26782,0.04684240315830302,0.3323982658251481
26783,0.07830538066815011,0.4401315380053129
26784,0.3005831273982962,0.860947916414526
26785,0.22939347100815435,0.509216983257793
26786,0.1355388856367097,0.28498104023705256
26787,0.11776898099836444,0.49590186828911775
26788,0.1185248719041712,0.9293158541166937
26789,0.014627805475128342,0.29415306156491716
26790,0.06830300570561214,0.33475072688656804
26791,0.05864432047255724,0.11259028814674939
26792,0.2030019698112648,0.7711276290209393
26793,0.10882539209699582,0.8837074301709833
26794,0.7946249269076214,0.9008176324902039
26795,0.03587432114033597,0.92657785462931
26796,0.061434669930961375,0.08724030291112826
26797,0.0877668065971217,0.6079604298491532
26798,0.16939896689272166,0.17131899790094676
26799,0.20933485827724693,0.16514277937998567
26800,0.03346433868923895,0.9151740386152645
26801,0.24419538256231826,0.3372403320850746
26802,0.12187562847215885,0.25262020985041844
26803,0.0508143690699144,0.1507814876316303
26804,0.06870819847086605,0.15600467892313402
26805,0.08515895745086155,0.26778058078207084
26806,0.060351815135594795,0.8712250994873908
26807,0.6576201598442871,0.9392866410930535
26808,0.27101963266725265,0.5801558943883877
26809,0.7517612135943541,0.19037957462446448
26810,0.03413321975529764,0.1219074442133985
26811,0.055327843617024,0.056999438897633314
26812,0.13641759497581224,0.7238642679676657
26813,0.30637647906662974,0.294403323138098
26814,0.034241864985266456,0.442532527408511
26815,0.07578315971280083,0.1848201468334171
26816,0.03485024846954732,0.14501792658285678
26817,0.14795526320236413,0.694018367261652
26818,0.05796695831709101,0.1874897374251962
26819,0.36884399172789656,0.39579418869021615
26820,0.09929246794534276,0.29322492268197337
26821,0.11502684450758287,0.4766065483421658
26822,0.21790611606343624,0.6149025849506891
26823,0.4477071355772098,0.5346499911820609
26824,0.04043481893337406,0.6939170257352986
26825,0.397731000651216,0.7671273717003186
26826,0.07909066995727854,0.6883487295280001
26827,0.06319589799753132,0.1754919682344193
26828,0.17486222925788295,0.6535696442603521
26829,0.5654130331788881,0.903321611081874
26830,0.07108785300779398,0.6597604664518447
26831,0.18647578136986517,0.8005305005589852
26832,0.12217836021875117,0.805855288696898
26833,0.006385450467785067,0.30082871363102553
26834,0.12159403514925987,0.4756510801162767
26835,0.364056256709193,0.8913119500152911
26836,0.14580373304736416,0.6141446580030202
26837,0.04243896218335423,0.015527673703262438
26838,0.10991786159088185,0.42785154558735866
26839,0.14294429036541603,0.5274002798328494
26840,0.08613710134706046,0.12267417403268602
26841,0.33925437329698965,0.8227512540553458
26842,0.07842694365811345,0.21955871400924373
26843,0.04513571171270498,0.016300447642070615
26844,0.03475527805539375,0.4867746698298988
26845,0.06079219263987746,0.6731505665738136
26846,0.06586431939811584,0.7135662626569761
26847,0.328398326771003,0.08431122553991272
26848,0.034986443419171835,0.6695582637098496
26849,0.11133011959874275,0.6271032006347897
26850,0.5904743551276083,0.7069043781702699
26851,0.03619120208640996,0.0556027438508888
26852,0.04305525819317529,0.14409867215443198
26853,0.47106643782444707,0.4680292370326476
26854,0.018238173387490206,0.07730800887774074
26855,0.5991519710748295,0.8885743440010481
26856,0.10191016722078314,0.03101434858012933
26857,0.439281286575048,0.1834569510646846
26858,0.12094286926145416,0.5802275212416697
26859,0.09566305735977405,0.15523354389030167
26860,0.11138100796968105,0.10073350256697301
26861,0.062120945240449005,0.08754001517062324
26862,0.10325603871618012,0.27415710674410354
26863,0.2070854663715033,0.4124327273522629
26864,0.461790150076596,0.4600377532413518
26865,0.015209786085656317,0.03749080581951682
26866,0.2593175815782446,0.6644003755296228
26867,0.10788586936229705,0.17191102034503458
26868,0.7415001304792829,0.915443414049745
26869,0.10736410071646563,0.4079975867631796
26870,0.5921413882386335,0.8041571793340919
26871,0.058837797321429054,0.04372512733813118
26872,0.061964537073483164,0.42966328891046246
26873,0.1612606258199044,0.875379799206758
26874,0.06250790477085723,0.17399638006227278
26875,0.5793757302968255,0.9306237352596449
26876,0.05019665573144312,0.04243472231161106
26877,0.06974395099114229,0.142582661656005
26878,0.2224027017665827,0.37728065663042365
26879,0.01375425754077367,0.025738483195729724
26880,0.059460150431120865,0.1428607937223509
26881,0.03263538981444292,0.1251414951628419
26882,0.041090868722053635,0.13622310735544896
26883,0.08361562486075969,0.3074975703573228
26884,0.042385844319248904,0.16883042481334312
26885,0.20233951900042432,0.8239313822111344
26886,0.08190772323011539,0.7129867050562384
26887,0.666506455238426,0.8810722630823588
26888,0.8853687514876629,0.9421565085298356
26889,0.05158241476233526,0.13036235532789553
26890,0.13053621710232804,0.5038928353193854
26891,0.3481106670210263,0.5170844878258084
26892,0.12340253953552968,0.7979810730854278
26893,0.07125166787078104,0.22611936360485285
26894,0.138104496164187,0.2785259925551207
26895,0.08986918949053706,0.8454211217781858
26896,0.05509479963403373,0.09008087285303353
26897,0.05312146127985883,0.35461213741903663
26898,0.2242502455038916,0.5997812826566344
26899,0.06360499698739192,0.08963627623682031
26900,0.12578513808814215,0.3605091944751715
26901,0.009938085132604082,0.3299722472911141
26902,0.18332894740947814,0.9365946039553128
26903,0.21130164444324737,0.07397518694688464
26904,0.05638823749397578,0.3695795419595474
26905,0.3233595824553454,0.7590007638633279
26906,0.06949297016963325,0.31690710196263466
26907,0.014849689326182072,0.6026488003989126
26908,0.12051398782904671,0.701082737700805
26909,0.07258049737476845,0.2679433316512269
26910,0.09142306895927868,0.22211749976742493
26911,0.07234514436742,0.12180383139996338
26912,0.47990942629168043,0.9504197591125045
26913,0.7726666811743685,0.8719816434898722
26914,0.09353551156065001,0.2133248123728374
26915,0.14384155301534918,0.7275304669393152
26916,0.08159481159430451,0.32407407243419295
26917,0.006688992535816507,0.01611587297413369
26918,0.6835125088866244,0.9115228700864987
26919,0.3089537314512811,0.6005474509920321
26920,0.04420338100202721,0.16849476929136023
26921,0.14036320012920134,0.8587071185743039
26922,0.05621948129822405,0.7412674069755583
26923,0.08364227948317976,0.4735666999875403
26924,0.6765071615647886,0.8693524741360252
26925,0.1208271225101236,0.5436975501422
26926,0.6089182987722652,0.4047169499860578
26927,0.2854567247943185,0.6241561976315491
26928,0.056792493747971955,0.48331219688236254
26929,0.07089314992542331,0.1244944418360502
26930,0.7638786823139933,0.939126609198993
26931,0.11749972125038323,0.46937569040974375
26932,0.05181502889370761,0.842989509210347
26933,0.08873966736213322,0.7841606011954447
26934,0.47618678807438736,0.6872052599916262
26935,0.13999079159808142,0.5414965341734799
26936,0.5043910044284415,0.30150495957040385
26937,0.257419440543818,0.6851480557521205
26938,0.07242237466688146,0.04552427729322082
26939,0.024312669235261493,0.027220984005146345
26940,0.07441899741900891,0.1636514039395901
26941,0.05515139349330393,0.37796834925434575
26942,0.5383983741038215,0.8220344195581246
26943,0.15025735998857093,0.6887025124374984
26944,0.10365859806281286,0.23233988316411303
26945,0.14078630018130303,0.5685691788844786
26946,0.13975662411470297,0.7654717159365643
26947,0.0781609928820119,0.4931242008237721
26948,0.01873422270788451,0.07188674859371726
26949,0.021980565187605838,0.05555825342909142
26950,0.04127751071799955,0.4963990234526815
26951,0.08240929365900976,0.34380513435472027
26952,0.8242174612310317,0.9320935067291846
26953,0.7454763659204962,0.9642425088190231
26954,0.06434969952479222,0.18040945211072273
26955,0.17218441634103931,0.613443458871562
26956,0.07383021990779479,0.2695443348518574
26957,0.02851696106873623,0.8833080749832392
26958,0.2869473562694961,0.7066504321587191
26959,0.028604450539984692,0.1643336456324075
26960,0.034447778666068206,0.04906606035769833
26961,0.18970378041262634,0.5276191036183738
26962,0.16688939230123492,0.8956442591281074
26963,0.15712465425965416,0.28368123675571516
26964,0.11222359067569589,0.22532950068291505
26965,0.8279358869459007,0.956778533533871
26966,0.014797422315305994,0.02687391399301423
26967,0.08676251442070407,0.3861640696681628
26968,0.03436039495245763,0.7450469512027533
26969,0.03525729393000151,0.19409889925197918
26970,0.6831075169310707,0.39938591258658
26971,0.08880894545164317,0.33825190367540137
26972,0.006914730103298539,0.022032635346566076
26973,0.03986332076809259,0.08818029046486495
26974,0.11144700320348595,0.34184368040599994
26975,0.06237399074021312,0.5933518372587334
26976,0.8344743180320962,0.499077985461098
26977,0.05022120318549803,0.2997127732732023
26978,0.02995896521540014,0.7867359038427756
26979,0.33729601049050933,0.681706256110893
26980,0.05716401918062593,0.15674206572206312
26981,0.05594684565914919,0.2657091670150717
26982,0.6200876115311212,0.8567687862274876
26983,0.13544538201036557,0.5236076021253485
26984,0.09324339962597739,0.14743710924413567
26985,0.021382401758580548,0.08522580447880762
26986,0.1868137074477487,0.6248702917835509
26987,0.06256551706832655,0.15962995998064713
26988,0.03327392623108883,0.16588881043481213
26989,0.31863239188545883,0.7929524318138274
26990,0.013263479644999611,0.07083274367418599
26991,0.32274399916725327,0.5303740703972093
26992,0.2970875384455659,0.4921481283759435
26993,0.14364567730036873,0.8107678216579464
26994,0.15247461735169743,0.37941708309823036
26995,0.1438999487162108,0.49131912146889667
26996,0.321229617251853,0.38083217675352016
26997,0.01891627401639265,0.06640321275293498
26998,0.05734725736230656,0.08339728419953299
26999,0.3450029581989084,0.45185199272584836
27000,0.1456722675611492,0.3580827416200459
27001,0.044511832981797006,0.7487474779478018
27002,0.013373244004702812,0.2937664408216385
27003,0.028640432026362087,0.06613889970768395
27004,0.05660096530860401,0.24276044085037005
27005,0.31089335666338197,0.6845152948040993
27006,0.8148190301439016,0.9199188722911343
27007,0.0676973717679227,0.18401885115375205
27008,0.041993508498983124,0.04825205913916986
27009,0.07569947857856563,0.2672165530986499
27010,0.10807546451901764,0.21918284632690613
27011,0.13704330738929418,0.20665076582747088
27012,0.3820210034396695,0.6581330454873332
27013,0.12044671142927507,0.3879743323768793
27014,0.03971830483585802,0.3552109560120132
27015,0.032798977299297614,0.14558205310305936
27016,0.15369334436613954,0.41041827517980506
27017,0.45602775990511557,0.7965794316968183
27018,0.10938132431151817,0.2986257936718747
27019,0.8851628316838851,0.9654593668644587
27020,0.1771571097821465,0.20687872677684022
27021,0.1441007043873067,0.5395309894522559
27022,0.18459222584951102,0.3059613623529528
27023,0.17171093163471904,0.18806418918942844
27024,0.08622507288723481,0.3595754451044956
27025,0.04568008715926829,0.02187089481254256
27026,0.13164595784849262,0.5255483332235232
27027,0.08472198477607851,0.6910083176960068
27028,0.33937582991127113,0.8301152969938675
27029,0.06033693330110333,0.2526867800112436
27030,0.1295165730578109,0.19069874221127647
27031,0.1902282756553202,0.8320373655544142
27032,0.2141175317363728,0.5277956575680579
27033,0.31185130802618244,0.7321509044519343
27034,0.008438918205083487,0.5836425731433987
27035,0.1238884673546094,0.30280425332194616
27036,0.20116602454972193,0.6506093219213906
27037,0.5777506715335254,0.7667659314796847
27038,0.05735140237302651,0.037954645129744974
27039,0.7129235529940043,0.8965338343378806
27040,0.14541571669896783,0.11304209354641537
27041,0.12915029704983053,0.5284983536154663
27042,0.09172319545607965,0.7019671277505667
27043,0.5324852855517188,0.8360963851767809
27044,0.011144081677480398,0.039276819675047925
27045,0.16634315504031277,0.6592228768751748
27046,0.06042761882204986,0.1292247646918417
27047,0.5396108301269403,0.36026192508991484
27048,0.19344134055017437,0.36118845500204844
27049,0.26334043125965595,0.8955876615369927
27050,0.044058880018225915,0.5375275608704801
27051,0.07463516133834626,0.30153086551649533
27052,0.11228479780728497,0.31074478081847806
27053,0.8727276919580139,0.9625672620407905
27054,0.04235656474122531,0.11105526972895301
27055,0.09134253372220937,0.8715281398260891
27056,0.023194317304026255,0.040217199072760404
27057,0.03243636060441885,0.04416158810162394
27058,0.8399581971653892,0.9483240853847156
27059,0.0758556626227321,0.30109112802181354
27060,0.024616320758083857,0.3646377931553279
27061,0.09957095016624035,0.5334051160580213
27062,0.062417020700460055,0.4042941450904714
27063,0.08580815532133512,0.6665307848351086
27064,0.1679645503813612,0.5422319431748297
27065,0.06079793045491244,0.2574288342372109
27066,0.053666738552067134,0.6059744063804074
27067,0.36780079717247344,0.6720633292805399
27068,0.8656286525190281,0.9459854297628888
27069,0.5470634662082938,0.9393914989758135
27070,0.06379873649524073,0.1259558738147599
27071,0.04604751109676756,0.06940656783440226
27072,0.07874403589272659,0.6605766562243197
27073,0.024921254913134506,0.7928841633327479
27074,0.048691027936699535,0.3336256648440458
27075,0.7337374482810766,0.8637490411451665
27076,0.5591489556168336,0.7356205188762611
27077,0.03747377445333272,0.09789592428008623
27078,0.2873586438756719,0.862603751522658
27079,0.2630253615745559,0.9249597801650389
27080,0.07547279794528261,0.2720006349991311
27081,0.019123409244104755,0.7092290830414069
27082,0.230158996684143,0.4652197015501319
27083,0.051966260531981084,0.19975037351397204
27084,0.8559525981723866,0.5919262788569887
27085,0.04386948038102923,0.01934252837195926
27086,0.06998180048645287,0.08215857442481489
27087,0.20686066314188536,0.3000599807670691
27088,0.2199604972554253,0.7950598287246445
27089,0.18986309613445493,0.24779171881212425
27090,0.24367732105297965,0.4940678800030131
27091,0.5506186008875191,0.11951744344252925
27092,0.09198457027782551,0.30418678406047917
27093,0.20763182544064315,0.31153491023184604
27094,0.008575296938557358,0.04850318951857364
27095,0.063248045396262,0.4603808812740321
27096,0.024320789336348164,0.2274109320369469
27097,0.6150556858433885,0.7269234536291286
27098,0.633392011334728,0.8811377794824996
27099,0.1681634493646044,0.5004069141551671
27100,0.0672593283992567,0.731131594916596
27101,0.09012653554281724,0.5905601759727637
27102,0.08575698004925891,0.860636598633694
27103,0.0235722027354998,0.11310301428182619
27104,0.29810123697915386,0.5301826267908388
27105,0.049020662560613944,0.47195179535198967
27106,0.5793036231308322,0.8526519230225388
27107,0.4044926537422416,0.6936394289393402
27108,0.05804165800087515,0.2808981017890909
27109,0.09046628239709535,0.2799770898904402
27110,0.1294241305641062,0.5492713786625297
27111,0.04705169198903604,0.3821054455166606
27112,0.2394164491418605,0.5897548856610785
27113,0.10254472737133101,0.36948402479597553
27114,0.04701177309624341,0.18124734964017278
27115,0.5792373118833288,0.8692278207169687
27116,0.16066076914547284,0.8810280176995879
27117,0.07385395171163323,0.12829541413418505
27118,0.13826441829961042,0.5244343175980116
27119,0.06002803343590497,0.3710904977204341
27120,0.3238359345700426,0.9742415825946108
27121,0.016768872450424088,0.733568868239263
27122,0.04808640197873801,0.2225692423887665
27123,0.056099602574358566,0.08840484140764378
27124,0.04348338547493079,0.09062174150784368
27125,0.030748270637405203,0.07340421273736718
27126,0.3603877463912074,0.07315209856480787
27127,0.08657227092309358,0.15964081465983898
27128,0.16597415072082716,0.5421219904360509
27129,0.5403838600106017,0.589978469228585
27130,0.11572952173485865,0.2554701066941043
27131,0.05745914734416309,0.07812067208358353
27132,0.5119608595578278,0.9127741294476003
27133,0.11632164326711154,0.5876942274283451
27134,0.6190277910424222,0.8822918288771692
27135,0.19735098378613336,0.6030280467241526
27136,0.07880291328439858,0.48212278420379884
27137,0.07345763025020752,0.2575581514069895
27138,0.16411238761059752,0.5678028982106655
27139,0.12109873634071092,0.12791389498583283
27140,0.8898941082113544,0.9368354500174589
27141,0.6068701600055288,0.837301712061215
27142,0.07111148824082712,0.30998365837269076
27143,0.20265930105881777,0.4278195331613527
27144,0.05953461341581458,0.039552979910150395
27145,0.5543087094416782,0.7282041484011905
27146,0.045836075653218976,0.9084486364803148
27147,0.03361274223329472,0.29356408186370175
27148,0.2149246346892578,0.23379127744410436
27149,0.281061580782841,0.18291312316712616
27150,0.6357692958121124,0.9734468875614386
27151,0.14724944348341418,0.7227156636708187
27152,0.0358739536609644,0.32648859057280366
27153,0.22051288310890088,0.7581874843150369
27154,0.7693546105294053,0.9108608067868101
27155,0.17117115274082306,0.623459574504808
27156,0.015599028643051857,0.31709658596843676
27157,0.012086168696178503,0.4934470276934995
27158,0.08421156184990915,0.39439052958229154
27159,0.04858335528781316,0.2236312929713708
27160,0.2282114299367738,0.24146940057497396
27161,0.25349009568385344,0.4784414256593122
27162,0.21731568197487375,0.9500647868955933
27163,0.6601997853399687,0.5118801072166906
27164,0.19849730597623094,0.1072263712780351
27165,0.44479830619794597,0.5330670016147557
27166,0.06103240394659917,0.11556047739239442
27167,0.12387161454344264,0.49240330415231753
27168,0.1334929787152056,0.6915170894941002
27169,0.27359517386210086,0.6680579931759157
27170,0.351685192921872,0.8223544191835058
27171,0.05224630251547249,0.3192112611289407
27172,0.047604852764168655,0.8180168234925226
27173,0.24492380168397168,0.5857651981904567
27174,0.049412556506724485,0.09026074276357479
27175,0.06607638240093239,0.1932024966023958
27176,0.5151373076448859,0.9362613613053952
27177,0.7875365259863452,0.9460020927245757
27178,0.15168132750552665,0.42291080178706336
27179,0.0718642286760202,0.19967333377565116
27180,0.26925790908658387,0.3240222722198697
27181,0.030573797737776923,0.8013432855830975
27182,0.676444142130601,0.9278760473694126
27183,0.04231557108509742,0.5119857003076962
27184,0.0410998429885154,0.41237132748931005
27185,0.45052382508654176,0.7753816512657881
27186,0.15392619316237333,0.6487935638631266
27187,0.0828933003576665,0.11820685383980453
27188,0.06088468424731771,0.43266759646312875
27189,0.09254071246111392,0.5436161943288464
27190,0.4594435281128405,0.7999711917348831
27191,0.17160139693158818,0.9631531190226511
27192,0.5538166672106821,0.8116645563675551
27193,0.02154514912607018,0.21274715265620614
27194,0.14240996471973885,0.4480032056936132
27195,0.046178043235669555,0.17618635086062936
27196,0.25994229036653554,0.2958092928695007
27197,0.07010277265670554,0.7192500834715768
27198,0.9314705726086475,0.9883158275251333
27199,0.03158503255924052,0.10984948935114093
27200,0.25357449201458837,0.6990809070577788
27201,0.7257204584153838,0.9294300018614622
27202,0.07874497426843349,0.04284173641726774
27203,0.0585826639899823,0.1512291817022589
27204,0.03929667060058935,0.1231073084984873
27205,0.05886118501166742,0.2604542124091999
27206,0.11218665824517791,0.18293327075542354
27207,0.03212229225820906,0.1095491210435587
27208,0.8030205349938179,0.6922764389691011
27209,0.06755615425969654,0.19615424263733147
27210,0.31686532140294843,0.3990096501139874
27211,0.14957174110370688,0.31470129158247667
27212,0.5406850233964586,0.9332421743425052
27213,0.46337670618535987,0.614746330459121
27214,0.022688833007197692,0.06606573820842607
27215,0.1316605164464078,0.7441545677467237
27216,0.10425213196596841,0.9008367934503426
27217,0.07291893448910819,0.16541059951083242
27218,0.6933548999263549,0.9493975982575107
27219,0.38538217624755255,0.5806307158525416
27220,0.13396733471551764,0.38994229771853833
27221,0.1818985167814302,0.5561357212704657
27222,0.17118724471705996,0.5226263846652263
27223,0.06782151455656821,0.6799596372677694
27224,0.21859255006506614,0.7365687363310873
27225,0.16411641218583822,0.22779870271768277
27226,0.0210903008685067,0.22651195534066684
27227,0.17146063588028665,0.40125827804819775
27228,0.44259545730049327,0.8324590860337583
27229,0.7250193912124387,0.9163378871936719
27230,0.19793355735901022,0.9723309090298156
27231,0.49544478501265254,0.8573499836576123
27232,0.11436511419025332,0.5587439889650828
27233,0.316361642594902,0.1589420238726961
27234,0.049093414272220595,0.021877211421113547
27235,0.8787059294764156,0.9404912841290651
27236,0.12739646209603878,0.9303162580271839
27237,0.2794853251553864,0.4628665830308355
27238,0.2496058157706577,0.6291626911887249
27239,0.4929536364368285,0.16043120863286384
27240,0.09568867478416969,0.4685477998498924
27241,0.09122402012329116,0.27906471750299516
27242,0.1259175380503356,0.5403186593645147
27243,0.04396375608795889,0.08906543725252833
27244,0.044834726969734305,0.11643205655052577
27245,0.11117695108732177,0.4501781143914861
27246,0.818831186968682,0.9653627727340791
27247,0.20230856035457528,0.9390330619744283
27248,0.16759399776319042,0.7341800962309024
27249,0.1046961606105172,0.5232367466736878
27250,0.11913452907958384,0.327578019821134
27251,0.08500774048099966,0.28668607685625375
27252,0.36108729330685563,0.7532488097760905
27253,0.09417357103930799,0.9144424315249849
27254,0.8926780410229895,0.9693283037369578
27255,0.14167509923198382,0.28265788466461694
27256,0.5785208427920477,0.9663088746294647
27257,0.3681024947788311,0.5721621802918212
27258,0.45898637925047164,0.7828538294015862
27259,0.6150151709112245,0.9083815187667624
27260,0.17152032673253712,0.5952192911281841
27261,0.1248141095426626,0.6434672888453414
27262,0.24078477706483783,0.637529300845133
27263,0.09289306644413925,0.12454503943740822
27264,0.08601947397123313,0.12030937552381077
27265,0.051759156437088935,0.2191908966837057
27266,0.18917512568027653,0.418979186589249
27267,0.18991528157933082,0.8358782528930223
27268,0.014028154906074813,0.14581440593324121
27269,0.721611846147683,0.4386180526224824
27270,0.037687064082629604,0.08358260411274511
27271,0.04674521047391298,0.347164106300177
27272,0.014899875974079485,0.33048661649560696
27273,0.057799997641114834,0.17122352238475
27274,0.13524025955170174,0.5397655819571132
27275,0.20631959711674017,0.3926095271272667
27276,0.01167171723693397,0.12081041879496494
27277,0.04918428544803933,0.8095615666186442
27278,0.13372942763208592,0.346185279407316
27279,0.1030316658991429,0.2701307770360159
27280,0.12701919301945097,0.3136161355530336
27281,0.0640887347889829,0.3121175270814561
27282,0.06373790844468145,0.8523793576652392
27283,0.0075680739488755006,0.052873607508861255
27284,0.2028762070132509,0.3447795997325908
27285,0.1056491628414597,0.3733832501549936
27286,0.05663304647942423,0.1645286451864143
27287,0.17797870106063943,0.5064249770804861
27288,0.5535390096831678,0.8015488363655627
27289,0.28384003278305675,0.38789900288685036
27290,0.01553784046502214,0.055169090933233716
27291,0.7247038297399601,0.8690321035612759
27292,0.04768424391265692,0.6719500050485632
27293,0.11695594752955248,0.9603726608663619
27294,0.016452132418282972,0.04531610635293788
27295,0.26822878166808645,0.8703381351707782
27296,0.06766619962385807,0.7226306680294063
27297,0.05270219848082036,0.6694662409984902
27298,0.09603048354760396,0.24208687417028124
27299,0.2848300544831791,0.7073305705264102
27300,0.22420185589196603,0.9618143293149047
27301,0.00926338670531305,0.04174576041533631
27302,0.15067660092010804,0.6816980752831008
27303,0.021717591965251328,0.08296717759271363
27304,0.095048576171195,0.792281277583999
27305,0.03949181613835058,0.03657904766932788
27306,0.17245014382675106,0.514653491936746
27307,0.7583761092064133,0.8084142164812789
27308,0.14792661549459923,0.2685452704751414
27309,0.5629201355055501,0.962426113344593
27310,0.047694083599184325,0.12908806161675163
27311,0.09837872484420579,0.10547068234720551
27312,0.06628423043318041,0.3701487845716659
27313,0.09830948559864935,0.16758165385610224
27314,0.044508076585057885,0.05926636824527123
27315,0.11468691324651172,0.4242952920849254
27316,0.3178733827395377,0.6992635211085944
27317,0.05998810486967355,0.10949708882360142
27318,0.2418494083497416,0.3277238067343939
27319,0.40853846594998,0.8770528635149395
27320,0.357552808317735,0.5835450328599195
27321,0.04097267267684835,0.48190348990439136
27322,0.19848672630636577,0.06387301489647398
27323,0.10357188468183799,0.6288827168476555
27324,0.38551228041234065,0.5384583668364002
27325,0.7259336082035599,0.9302487877461008
27326,0.17718151147848632,0.6355443714530284
27327,0.12462792121767374,0.30273682976450833
27328,0.18823727283060854,0.5632883327034351
27329,0.09855544775020197,0.2347860214900187
27330,0.012699756302477487,0.4703965005604572
27331,0.08383934822546492,0.24825968678626037
27332,0.14649031095457452,0.9348232482781185
27333,0.6418474812915974,0.8135763839936017
27334,0.04556456704895296,0.0383506411875692
27335,0.11494936226156612,0.07412233415255357
27336,0.07217858851506884,0.1588747708536343
27337,0.2604016820919533,0.7741166749280125
27338,0.23019523627073327,0.4327764275235413
27339,0.2238141250268004,0.21863166270933299
27340,0.020181416602862413,0.1718579381047528
27341,0.2248863599571385,0.6672171471078646
27342,0.0233626953793586,0.5459057563380276
27343,0.057936589641332595,0.1507808515038079
27344,0.30504469114763894,0.4997235397048044
27345,0.07506346587615824,0.30533365344315017
27346,0.7916108973370535,0.9617865683413671
27347,0.7263526066036934,0.9363718439715996
27348,0.12367855297982937,0.3708882610866111
27349,0.04317809980542905,0.14954849279515575
27350,0.2003211067415565,0.9304777965112632
27351,0.8115371623952589,0.8999051776412255
27352,0.08006073882303404,0.29242481914757484
27353,0.011256958768181115,0.11282205299909616
27354,0.15220189675350165,0.5401694718751231
27355,0.3065554264039769,0.46275323311112265
27356,0.22367836737951732,0.5945748635776578
27357,0.135871357336486,0.37821192045883895
27358,0.2048608804173168,0.7044643406959756
27359,0.28736258909582113,0.7296738857606138
27360,0.14259754468447974,0.5541915781083493
27361,0.04088892177608073,0.9119110152713007
27362,0.21987120306843236,0.4988730962651937
27363,0.1505614336168984,0.3070434371245055
27364,0.05523252648141005,0.36794382240084117
27365,0.24215453218220184,0.6392076866258588
27366,0.4781374851545545,0.6206713901991177
27367,0.33561582106631016,0.6617932437332074
27368,0.1098299297586013,0.5664965918327666
27369,0.05653440836756955,0.056513426824678505
27370,0.02832610714301583,0.8591439125546257
27371,0.2864670171576662,0.3749384590753605
27372,0.0681242458325127,0.28211762121030015
27373,0.7708957504797518,0.6977133390724591
